[0. 0. 0.],[3.6130978e+02 2.4746120e+02 6.5273926e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[230.10959   58.381557   0.501719],[208.89436    52.589706    0.5263492],[147.15062   239.776       0.5818526],[ 68.04291   411.48636     0.6034316],[257.10757     68.03203      0.32190233],[3.9408612e+02 2.5710660e+02 1.7203431e-01],[5.2336902e+02 3.7668115e+02 1.2527663e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[5.7929510e+02 3.9022391e+02 1.3773668e-01],[5.7737482e+02 3.8062708e+02 1.3266221e-01],[5.3105914e+02 3.8831161e+02 9.0175048e-02],[141.32944    438.4648       0.51599395],[125.901726   444.2637       0.50343156],[ 50.68179    424.9955       0.59910774]
[0. 0. 0.],[3.4779651e+02 2.2431067e+02 5.8753200e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[230.10844    58.38027     0.4973768],[208.8986     52.5986      0.5263486],[147.16628    239.7701       0.57722414],[ 68.041046  413.38205     0.5973128],[255.19495     68.022804     0.31377313],[149.05795    237.82938      0.28464422],[9.3092278e+01 3.6323834e+02 3.3821765e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[150.97432    380.5903       0.46408674],[147.12471    376.70444      0.41895783],[9.6961594e+01 3.8058478e+02 1.6419813e-01],[141.32771   438.47388     0.5251558],[123.99718    442.369        0.50681853],[ 50.676197 424.96008    0.597381]
[0. 0. 0.],[3.4780469e+02 2.2431075e+02 5.4324605e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[230.0885      58.390682     0.49352068],[208.88637     52.605385     0.51951206],[147.16728   239.76872     0.5897547],[ 68.04198   413.3833      0.5955368],[255.1683     68.03051     0.3108962],[149.05527    237.82703      0.29057962],[9.1200142e+01 3.6324936e+02 3.4867626e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[150.97829   380.6156      0.4984731],[147.12996    376.73654      0.45363355],[7.7676216e+01 3.9024084e+02 1.8070005e-01],[141.32423    438.4734       0.52505106],[123.99603   442.36923     0.5068802],[ 50.676224   424.9616       0.59697026]
[0. 0. 0.],[3.4780563e+02 2.2431134e+02 5.4413367e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[230.08858     58.390636     0.49348497],[208.88638     52.605385     0.51950985],[147.16728    239.76875      0.58975446],[ 68.04198    413.38333      0.59553665],[255.16824     68.030396     0.31084353],[149.0553     237.82707      0.29057902],[9.120014e+01 3.632494e+02 3.486774e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[150.97826   380.61545     0.4984743],[147.13      376.73654     0.4536333],[7.7676216e+01 3.9024075e+02 1.8070017e-01],[141.32422   438.4733      0.5250516],[123.99603   442.36917     0.5068806],[ 50.676216   424.9616       0.59697026]
[0. 0. 0.],[3.5550571e+02 2.3395659e+02 5.4015044e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[230.0889     58.390816    0.4934727],[208.88643    52.60544     0.5195213],[147.16716    239.76868      0.58961535],[ 68.04191   413.38345     0.5955014],[255.16838    68.0302      0.3105558],[149.05524    237.82726      0.29080498],[9.1200394e+01 3.6324921e+02 3.4948796e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[150.97864   380.6155      0.4990289],[147.12964   376.73648     0.4541183],[7.7676254e+01 3.9024057e+02 1.8079016e-01],[141.32423   438.47336     0.5250718],[123.996086  442.3694      0.5067567],[ 50.67622   424.96158     0.5969086]
[0. 0. 0.],[3.5743597e+02 2.3780133e+02 5.3584076e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[230.08887     58.390827     0.49349517],[208.88643    52.605545    0.5195543],[147.1671   239.76869    0.589612],[ 68.041885  413.38333     0.5954977],[255.16833     68.030106     0.31052327],[149.05537   237.82718     0.2909864],[9.120062e+01 3.632492e+02 3.496230e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[150.97876    380.6157       0.49908152],[147.12956   376.73645     0.4541832],[7.7676277e+01 3.9024060e+02 1.8079133e-01],[141.32428    438.47336      0.52509576],[123.99606    442.3694       0.50672346],[ 50.67623    424.96152      0.59690297]
[0. 0. 0.],[3.5743030e+02 2.3780447e+02 5.7652764e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[230.08873     58.389404     0.49009097],[208.88577   52.60515    0.519729],[147.16734   239.76874     0.5918614],[ 68.04184   413.3833      0.5956756],[255.17097     68.02804      0.30750623],[149.05545    237.8256       0.29051077],[9.1200951e+01 3.6324878e+02 3.5002887e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[150.97905    380.6152       0.49917772],[147.12978   376.73648     0.4534601],[7.5748802e+01 3.9024261e+02 1.8189895e-01],[139.44261   438.47537     0.5252717],[123.99612    442.3694       0.50683266],[ 50.67619   424.96158     0.5970169]
[0. 0. 0.],[3.5743024e+02 2.3780441e+02 5.7654604e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[230.08878     58.389404     0.49009055],[208.88576    52.60514     0.5197289],[147.16733    239.76872      0.59186137],[ 68.041855  413.3834      0.5956755],[255.17094    68.02802     0.3075055],[149.0555    237.82562     0.2905109],[9.1200920e+01 3.6324863e+02 3.5002911e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[150.97906    380.6152       0.49917775],[147.12978    376.73654      0.45346004],[7.5748810e+01 3.9024265e+02 1.8189895e-01],[139.44264   438.47537     0.5252718],[123.99612    442.3694       0.50683266],[ 50.67619   424.96158     0.5970168]
[0. 0. 0.],[3.5551614e+02 2.3588245e+02 5.7653628e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[230.0888      58.38947      0.48989558],[208.8859     52.60515     0.5196432],[147.16734    239.7688       0.59184176],[ 68.04185   413.38327     0.5956881],[255.1708      68.02787      0.30712157],[149.05553    237.82565      0.29056486],[9.1200912e+01 3.6324857e+02 3.5024071e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[150.97913   380.6151      0.4993478],[147.12968    376.73645      0.45361537],[7.5748802e+01 3.9024252e+02 1.8192992e-01],[139.44255   438.47525     0.5252684],[123.9961    442.3692      0.5068275],[ 50.67614   424.96155     0.5970215]
[0. 0. 0.],[0. 0. 0.],[116.45369     53.024384     0.19041412],[130.10945    78.93367     0.3519484],[154.65901     97.349556     0.39759955],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[115.77474     70.07805      0.13699609],[0. 0. 0.],[1.14425476e+02 6.73464279e+01 1.13111019e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[109.87383    73.84097     0.1449768],[107.3066      51.973988     0.13434747],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[1.0794063e+02 5.5188511e+01 8.6888328e-02],[133.04512     71.91613      0.15668833],[156.20247     88.64961      0.25124118],[73.839836   14.008789    0.32185495],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[69.345634   12.083322    0.25518194],[42.95993   51.962666   0.3593903],[17.227942   84.781364    0.45233488],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[34.60417   92.496956   0.3963926],[33.3165     90.56989     0.33501258],[ 9.506922   89.28505     0.19476369],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[0. 0. 0.],[0. 0. 0.],[1.11383026e+02 4.59411201e+01 1.07143871e-01],[130.75809     78.65846      0.22480144],[153.20172     96.22693      0.28087622],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[110.40526     71.26985      0.11512706],[109.822655   52.2888      0.1160814],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[1.0925236e+02 5.5164913e+01 7.0543788e-02],[132.84958     72.42549      0.15128672],[154.72737     88.534836     0.27404663],[74.73125    14.886853    0.26780444],[71.854454   12.586513    0.27937242],[43.082115   51.70934     0.29312673],[12.589315   89.68573     0.47315887],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[1.10984505e+02 7.07021713e+01 5.69781587e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[30.42846    96.59078     0.42218906],[25.247671   98.312805    0.38977146],[ 8.556133   91.42842     0.47742072]
[108.94761     72.97568      0.18290344],[108.40802    50.634716    0.1808979],[114.401695    49.553356     0.21418554],[130.74582     78.43864      0.35079455],[154.71994     96.96318      0.40976807],[1.09494095e+02 5.49959335e+01 1.06477849e-01],[132.3882     72.97748     0.1612866],[154.721       88.243904     0.27476177],[75.16118    13.585578    0.23766388],[72.4371     13.036144    0.26563895],[43.54899    50.09013     0.23186794],[12.491562   89.87874     0.41201866],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[1.1439653e+02 7.0258987e+01 1.0376175e-01],[0. 0. 0.],[1.1440119e+02 6.5349121e+01 7.7442102e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[30.4752     96.96637     0.41379115],[26.112011   98.58679     0.38479635],[ 8.663435   92.596565    0.41321924]
[109.2206      72.80861      0.18317842],[108.70348     50.441288     0.18098684],[114.94209    49.920395    0.2141675],[131.0604      78.53543      0.37014958],[154.99673     97.257095     0.44722012],[1.09742165e+02 5.51198349e+01 1.06157817e-01],[132.11491     73.322845     0.17223729],[155.51291    88.93293     0.3178472],[75.40819    14.022137    0.23712733],[72.804474   12.989502    0.26139942],[43.157673   50.4431      0.26683727],[12.470204   89.97475     0.44037554],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[1.1442596e+02 7.0724998e+01 1.0460777e-01],[0. 0. 0.],[1.144316e+02 6.552260e+01 7.786158e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[30.674473   97.25367     0.41112074],[25.992058  98.29823    0.3890035],[ 8.308104  92.57461    0.4243697]
[108.45111    71.80807     0.1491613],[108.950165    51.998775     0.18464592],[115.88079    52.002827    0.1741159],[131.22736     79.722244     0.33025992],[154.50415     97.05977      0.37868488],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[75.27025   13.874067   0.2207001],[71.31094    12.88375     0.26021728],[43.084545   51.010666    0.33300248],[12.8748255  89.64064     0.54593575],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[1.1587880e+02 6.8840446e+01 1.1258617e-01],[0. 0. 0.],[1.1539001e+02 6.7346848e+01 9.6841775e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[30.703375   96.07633     0.46040627],[26.248928  97.55948    0.4317809],[ 8.425901  92.11682    0.5197172]
[107.772766    72.64751      0.11859628],[107.7682      51.763866     0.11120708],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[75.01562   13.791357   0.1812388],[72.64738    12.363778    0.20947494],[43.21591    51.281868    0.29066604],[12.834913   89.74401     0.49492103],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[31.351536   96.38113     0.42869973],[27.081743   97.808846    0.40260166],[ 8.565531   92.58397     0.47047925]
[1.0712953e+02 7.2646484e+01 7.2463758e-02],[1.0622025e+02 4.9505795e+01 9.1583535e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[75.365204   14.566572    0.14254765],[70.37797    11.392894    0.18010478],[42.243263   51.318607    0.23709366],[12.303054  89.89066    0.5116687],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[31.35693    96.238976    0.43103394],[26.360891   98.049324    0.40295613],[ 8.659612   92.16165     0.48780742]
[1.0742619e+02 7.2949684e+01 7.2391838e-02],[1.0612172e+02 4.9816826e+01 9.1607690e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[75.56524   14.467581   0.1422248],[70.764984   11.413848    0.17961496],[42.39607    51.561306    0.21910222],[12.290752   89.97112     0.49968088],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[31.488573   96.51348     0.42671412],[26.25406    98.26212     0.39515904],[ 8.361664   92.15569     0.48005804]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[70.84197    10.968097    0.14205931],[42.372887  51.58451    0.1834313],[12.23118   89.267586   0.3982635],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[30.223917   96.386734    0.33363557],[25.619608   98.05635     0.30981368],[ 8.871997   91.77462     0.42140034]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[71.18654    11.002533    0.13690288],[42.911358   50.99365     0.14326932],[12.61375    89.77111     0.33494827],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[30.790867   96.231224    0.29166532],[25.543552   98.24565     0.27453396],[ 8.983483  92.194954   0.3831231]
[0. 0. 0.],[1.0630375e+02 4.8774086e+01 5.7005912e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[78.54567    15.784923    0.10509451],[70.90361    11.362308    0.14494316],[41.9415     51.9957      0.23039675],[12.969635   89.007744    0.43406975],[8.6190819e+01 1.6590084e+01 6.2873267e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[31.071367   95.04458     0.30937213],[26.646746   97.048134    0.28722173],[ 9.346179   92.22281     0.48429692]
[0. 0. 0.],[1.0630365e+02 4.8774036e+01 5.7045333e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[78.54565    15.784917    0.10509443],[70.903625   11.362308    0.14494322],[41.9415    51.9957     0.2303968],[12.969633   89.007744    0.43406975],[8.6190804e+01 1.6590080e+01 6.2873825e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[31.071373   95.044586    0.30937207],[26.64675    97.048134    0.28722167],[ 9.346179   92.22281     0.48429698]
[0. 0. 0.],[1.0630335e+02 4.8775597e+01 5.8744345e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[78.144936   15.785345    0.10696422],[70.90306   11.363586   0.1453395],[41.939903   52.393654    0.23299414],[12.969549   89.007706    0.43454954],[8.6190002e+01 1.6590910e+01 6.5171584e-02],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[31.071428   95.0445      0.30982593],[26.646671  97.04812    0.2878721],[ 9.346149   92.22276     0.48462957]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[2.3153537e+02 4.5748451e+01 1.6926025e-01],[2.4822606e+02 5.0527313e+01 1.8039550e-01],[3.2207126e+02 1.7674179e+02 1.9640592e-01],[3.6730231e+02 2.5298854e+02 8.6348154e-02],[2.1009363e+02 4.3370106e+01 1.7539066e-01],[131.48315    162.46169      0.20893912],[4.5746120e+01 2.8870618e+02 2.5507915e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[8.6241356e+01 3.1966733e+02 1.3123283e-01],[8.1488945e+01 3.1493378e+02 1.1326341e-01],[2.1932344e+01 3.0298489e+02 1.9458580e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[2.3128598e+02 4.7551361e+01 1.7256306e-01],[2.4700102e+02 5.2027519e+01 1.8407288e-01],[3.1871246e+02 1.7528868e+02 3.0197465e-01],[4.06067810e+02 2.78330414e+02 1.07776746e-01],[2.0890483e+02 4.5302193e+01 1.7914079e-01],[130.47038   159.58357     0.2305115],[ 43.089054   289.5652       0.29260814],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[9.4615173e+01 3.2317160e+02 1.6182722e-01],[9.2368752e+01 3.1425137e+02 1.3457260e-01],[1.8416382e+01 3.0524597e+02 2.1775189e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[2.2781927e+02 4.6672600e+01 1.7920794e-01],[2.4794385e+02 5.2592194e+01 1.8455501e-01],[3.3201114e+02 1.8282846e+02 2.5255182e-01],[4.1606311e+02 2.7043027e+02 8.3737537e-02],[2.1124316e+02 3.7203880e+01 1.8657959e-01],[134.28511   150.86331     0.2107467],[ 41.93245    291.7465       0.29631925],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[8.5746872e+01 3.1897580e+02 1.3844138e-01],[0. 0. 0.],[2.0629805e+01 3.0477454e+02 2.3278639e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[2.2895335e+02 4.6419132e+01 1.7504555e-01],[2.4846779e+02 5.3306194e+01 1.8287615e-01],[3.3226413e+02 1.8188644e+02 2.5943083e-01],[4.1721606e+02 2.7026834e+02 8.8751733e-02],[2.0944075e+02 4.0680538e+01 1.8122633e-01],[132.52228    153.18636      0.21144997],[4.1823143e+01 2.9208896e+02 2.8323740e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[8.5452888e+01 3.1849246e+02 1.3974619e-01],[0. 0. 0.],[1.8866461e+01 3.0587015e+02 2.2579533e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[2.2665907e+02 4.2835857e+01 1.7903098e-01],[2.4671278e+02 5.0635509e+01 1.8439688e-01],[326.92502   179.87448     0.3630801],[4.1716455e+02 2.7122971e+02 1.3163249e-01],[2.0994716e+02 3.9492172e+01 1.8675214e-01],[133.07837    150.90225      0.23751515],[ 41.71716   291.27936     0.3257063],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[9.2973717e+01 3.2246805e+02 1.6888404e-01],[9.5199944e+01 3.1467938e+02 1.4031635e-01],[1.8331194e+01 3.0687280e+02 2.4484137e-01],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.]
[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[2.1894946e+02 3.8349380e+01 2.0051031e-01],[2.4382359e+02 4.9165970e+01 1.9074301e-01],[326.0128    180.01239     0.3552537],[4.1684592e+02 2.7085846e+02 1.3477826e-01],[208.13785     30.781748     0.20838621],[134.5972     146.49452      0.24220002],[ 39.431194  293.56216     0.3373503],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[9.7825172e+01 3.2169034e+02 1.9154903e-01],[9.8904617e+01 3.1735800e+02 1.6133621e-01],[1.7804701e+01 3.0762668e+02 2.8111750e-01],[0. 0. 0.],[0. 0. 0.],[4.1793597e+02 2.7410782e+02 9.4097964e-02]
[1.1042869e+03 1.6180227e+03 2.9596129e-01],[1.1363875e+03 1.4695529e+03 2.0218609e-01],[1.1926053e+03 1.4695488e+03 2.4037442e-01],[1.3008813e+03 1.6782640e+03 5.6578314e-01],[1.4856398e+03 1.8226863e+03 5.5889469e-01],[1.0882351e+03 1.5056414e+03 1.0928264e-01],[1.3410935e+03 1.6381449e+03 3.0569348e-01],[1.4935730e+03 1.7505537e+03 4.0198952e-01],[8.3937634e+02 1.1484243e+03 3.4935206e-01],[8.1124158e+02 1.1363833e+03 4.3854845e-01],[5.8249518e+02 1.4454624e+03 5.1273966e-01],[3.3765192e+02 1.7624713e+03 6.0638797e-01],[8.6745367e+02 1.1564578e+03 2.5403905e-01],[6.1461060e+02 1.4574573e+03 4.9500006e-01],[4.1395749e+02 1.7183677e+03 6.7406905e-01],[1.1725339e+03 1.6059568e+03 2.2757949e-01],[1.1283977e+03 1.6541702e+03 1.6652721e-01],[1.1765225e+03 1.5738561e+03 1.6611190e-01],[0. 0. 0.],[5.3435376e+02 1.7785416e+03 6.1059558e-01],[5.2630865e+02 1.7625645e+03 5.3112185e-01],[3.9792188e+02 1.7384509e+03 3.1788936e-01],[4.7007617e+02 1.8187218e+03 5.6622183e-01],[4.2195374e+02 1.8267336e+03 5.0730008e-01],[3.0156793e+02 1.7825942e+03 6.1320490e-01]
[1.1042870e+03 1.6180228e+03 2.9596388e-01],[1.1363870e+03 1.4695527e+03 2.0221856e-01],[1.1926049e+03 1.4695493e+03 2.4021000e-01],[1.3008816e+03 1.6782643e+03 5.6573379e-01],[1.4856407e+03 1.8226875e+03 5.5896038e-01],[1.0882339e+03 1.5056407e+03 1.0927968e-01],[1.3410945e+03 1.6381442e+03 3.0578473e-01],[1.4935790e+03 1.7505543e+03 4.0327966e-01],[8.3937628e+02 1.1484242e+03 3.4934163e-01],[8.1124182e+02 1.1363837e+03 4.3854621e-01],[5.8249518e+02 1.4454622e+03 5.1273972e-01],[3.3765192e+02 1.7624713e+03 6.0638797e-01],[8.6745367e+02 1.1564581e+03 2.5402769e-01],[6.1461047e+02 1.4574574e+03 4.9499813e-01],[4.1395749e+02 1.7183677e+03 6.7406899e-01],[1.1725338e+03 1.6059564e+03 2.2765441e-01],[1.1283979e+03 1.6541698e+03 1.6652732e-01],[1.1765221e+03 1.5738561e+03 1.6616091e-01],[0. 0. 0.],[5.3435382e+02 1.7785417e+03 6.1059558e-01],[5.2630859e+02 1.7625645e+03 5.3112185e-01],[3.9792188e+02 1.7384509e+03 3.1788933e-01],[4.7007623e+02 1.8187218e+03 5.6622189e-01],[4.2195374e+02 1.8267340e+03 5.0730008e-01],[3.0156793e+02 1.7825945e+03 6.1320484e-01]
[1.1122939e+03 1.6220377e+03 3.0217814e-01],[1.1404285e+03 1.4815480e+03 2.4176627e-01],[1.1965747e+03 1.4735696e+03 2.9555073e-01],[1.3009106e+03 1.6782513e+03 6.3453156e-01],[1.4894998e+03 1.8227384e+03 6.2635654e-01],[1.0922467e+03 1.5217064e+03 1.3688217e-01],[1.3450978e+03 1.6420651e+03 3.2723397e-01],[1.4935933e+03 1.7505145e+03 4.8440814e-01],[8.3937823e+02 1.1484160e+03 3.5083622e-01],[8.1124768e+02 1.1363926e+03 4.3491885e-01],[5.8249408e+02 1.4454598e+03 5.1189476e-01],[3.3765161e+02 1.7624718e+03 6.0652041e-01],[8.6745599e+02 1.1564458e+03 2.6033711e-01],[6.1461206e+02 1.4574535e+03 5.0150800e-01],[4.1395679e+02 1.7183688e+03 6.7667121e-01],[1.1725000e+03 1.6099816e+03 2.3532937e-01],[1.1323667e+03 1.6581826e+03 1.8202244e-01],[1.1765140e+03 1.5819121e+03 1.6508383e-01],[0. 0. 0.],[5.3435394e+02 1.7785443e+03 6.1187738e-01],[5.2630853e+02 1.7625658e+03 5.3290486e-01],[3.9792242e+02 1.7384550e+03 3.1933805e-01],[4.7007394e+02 1.8187241e+03 5.6620502e-01],[4.2195251e+02 1.8267339e+03 5.0744611e-01],[3.0156750e+02 1.7825952e+03 6.1323404e-01]
[1.1122955e+03 1.6220365e+03 3.0327147e-01],[1.1404285e+03 1.4815487e+03 2.4246016e-01],[1.1965800e+03 1.4735693e+03 2.9654148e-01],[1.3009109e+03 1.6782523e+03 6.3444638e-01],[1.4895000e+03 1.8227405e+03 6.2584448e-01],[1.0922448e+03 1.5217083e+03 1.3701053e-01],[1.3451035e+03 1.6420669e+03 3.2892290e-01],[1.4935931e+03 1.7505150e+03 4.8349571e-01],[8.3937830e+02 1.1484155e+03 3.5088211e-01],[8.1124744e+02 1.1363925e+03 4.3499914e-01],[5.8249414e+02 1.4454603e+03 5.1189429e-01],[3.3765167e+02 1.7624720e+03 6.0652018e-01],[8.6745624e+02 1.1564457e+03 2.6030278e-01],[6.1461200e+02 1.4574528e+03 5.0151867e-01],[4.1395682e+02 1.7183687e+03 6.7667121e-01],[1.1725015e+03 1.6099811e+03 2.3593593e-01],[1.1323663e+03 1.6581826e+03 1.8277349e-01],[1.1765145e+03 1.5819114e+03 1.6540848e-01],[0. 0. 0.],[5.3435388e+02 1.7785446e+03 6.1187738e-01],[5.2630853e+02 1.7625658e+03 5.3290504e-01],[3.9792258e+02 1.7384551e+03 3.1933761e-01],[4.7007401e+02 1.8187242e+03 5.6620538e-01],[4.2195251e+02 1.8267343e+03 5.0744611e-01],[3.0156760e+02 1.7825955e+03 6.1323392e-01]
